Frequency (Hz),Channel 1 Magnitude (dB)
1.38257e+06,-4.59
1.38373e+06,-4.66813
1.38488e+06,-4.56469
1.38603e+06,-4.31902
1.38719e+06,-4.15508
1.38834e+06,-4.29197
1.3895e+06,-4.62654
1.39065e+06,-4.56934
1.39181e+06,-4.58185
1.39297e+06,-4.38253
1.39413e+06,-4.0798
1.39529e+06,-4.74638
1.39645e+06,-4.60703
1.39762e+06,-4.35745
1.39878e+06,-4.51554
1.39994e+06,-4.80885
1.40111e+06,-4.27474
1.40228e+06,-4.73538
1.40344e+06,-4.45264
1.40461e+06,-4.87817
1.40578e+06,-4.3577
1.40695e+06,-4.36843
1.40812e+06,-4.70704
1.4093e+06,-4.39162
1.41047e+06,-4.68789
1.41164e+06,-4.60847
1.41282e+06,-4.37195
1.414e+06,-4.2045
1.41517e+06,-4.94893
1.41635e+06,-4.64696
1.41753e+06,-4.8394
1.41871e+06,-4.63784
1.41989e+06,-4.68251
1.42107e+06,-4.41256
1.42226e+06,-4.47663
1.42344e+06,-5.0713
1.42463e+06,-4.84179
1.42581e+06,-4.30956
1.427e+06,-4.80205
1.42819e+06,-4.00223
1.42938e+06,-4.64093
1.43057e+06,-4.27631
1.43176e+06,-4.92655
1.43295e+06,-4.53245
1.43414e+06,-4.79502
1.43534e+06,-4.63495
1.43653e+06,-4.73364
1.43773e+06,-5.05992
1.43893e+06,-4.4822
1.44013e+06,-4.75142
1.44132e+06,-4.67116
1.44252e+06,-4.90668
1.44373e+06,-4.7335
1.44493e+06,-4.73173
1.44613e+06,-4.57023
1.44734e+06,-5.04176
1.44854e+06,-4.58674
1.44975e+06,-4.50717
1.45095e+06,-4.7829
1.45216e+06,-4.19347
1.45337e+06,-4.70183
1.45458e+06,-4.43924
1.45579e+06,-4.42541
1.457e+06,-4.47109
1.45822e+06,-4.78699
1.45943e+06,-4.71216
1.46065e+06,-4.58773
1.46186e+06,-4.30062
1.46308e+06,-5.03534
1.4643e+06,-4.8216
1.46552e+06,-5.1458
1.46674e+06,-4.75002
1.46796e+06,-4.53474
1.46918e+06,-5.17316
1.4704e+06,-4.73275
1.47163e+06,-4.72142
1.47285e+06,-5.15266
1.47408e+06,-4.43432
1.47531e+06,-4.82101
1.47654e+06,-5.35339
1.47777e+06,-4.13341
1.479e+06,-5.11386
1.48023e+06,-4.92059
1.48146e+06,-4.44987
1.48269e+06,-5.17167
1.48393e+06,-5.44163
1.48516e+06,-4.77987
1.4864e+06,-4.49437
1.48764e+06,-5.08428
1.48888e+06,-4.5653
1.49012e+06,-4.94079
1.49136e+06,-4.92553
1.4926e+06,-5.33867
1.49384e+06,-4.68521
1.49509e+06,-5.72585
1.49633e+06,-4.82268
1.49758e+06,-4.94249
1.49882e+06,-5.20943
1.50007e+06,-5.76641
1.50132e+06,-4.69592
1.50257e+06,-4.67843
1.50382e+06,-4.32331
1.50507e+06,-4.66343
1.50633e+06,-5.03689
1.50758e+06,-4.95295
1.50884e+06,-4.71809
1.51009e+06,-5.06432
1.51135e+06,-4.65701
1.51261e+06,-4.81449
1.51387e+06,-4.69038
1.51513e+06,-4.98966
1.51639e+06,-4.82117
1.51765e+06,-5.06026
1.51892e+06,-5.60709
1.52018e+06,-5.31318
1.52145e+06,-5.00701
1.52271e+06,-5.10063
1.52398e+06,-5.24657
1.52525e+06,-5.08735
1.52652e+06,-5.10785
1.52779e+06,-4.5748
1.52906e+06,-4.89666
1.53034e+06,-4.96533
1.53161e+06,-5.02357
1.53289e+06,-5.31346
1.53416e+06,-5.026
1.53544e+06,-5.06933
1.53672e+06,-5.06329
1.538e+06,-5.08753
1.53928e+06,-5.20768
1.54056e+06,-4.68213
1.54184e+06,-4.89962
1.54313e+06,-4.92807
1.54441e+06,-5.07386
1.5457e+06,-4.91195
1.54699e+06,-4.8992
1.54827e+06,-5.30217
1.54956e+06,-5.11468
1.55085e+06,-5.13894
1.55214e+06,-5.07752
1.55344e+06,-5.10488
1.55473e+06,-5.48643
1.55602e+06,-4.95977
1.55732e+06,-5.58733
1.55862e+06,-5.01563
1.55991e+06,-4.87945
1.56121e+06,-5.38271
1.56251e+06,-4.94209
1.56381e+06,-5.29464
1.56512e+06,-5.22494
1.56642e+06,-5.26839
1.56772e+06,-6.03769
1.56903e+06,-4.96528
1.57034e+06,-5.35954
1.57164e+06,-5.04379
1.57295e+06,-5.26305
1.57426e+06,-5.0718
1.57557e+06,-4.72731
1.57688e+06,-5.17493
1.5782e+06,-5.17314
1.57951e+06,-5.45869
1.58083e+06,-5.18727
1.58214e+06,-4.8245
1.58346e+06,-5.35525
1.58478e+06,-4.98908
1.5861e+06,-4.52428
1.58742e+06,-5.10415
1.58874e+06,-5.63933
1.59006e+06,-5.09546
1.59139e+06,-5.25232
1.59271e+06,-5.53551
1.59404e+06,-5.05729
1.59537e+06,-5.17244
1.59669e+06,-5.02573
1.59802e+06,-5.95546
1.59935e+06,-4.72949
1.60069e+06,-5.3834
1.60202e+06,-5.91616
1.60335e+06,-5.24536
1.60469e+06,-5.33958
1.60602e+06,-5.64247
1.60736e+06,-5.5106
1.6087e+06,-5.05659
1.61004e+06,-4.90248
1.61138e+06,-5.66474
1.61272e+06,-5.52252
1.61406e+06,-5.67981
1.61541e+06,-5.70887
1.61675e+06,-5.14474
1.6181e+06,-6.25408
1.61945e+06,-5.14597
1.6208e+06,-5.17685
1.62214e+06,-5.25245
1.6235e+06,-5.21536
1.62485e+06,-5.23305
1.6262e+06,-5.38986
1.62755e+06,-5.74396
1.62891e+06,-5.90408
1.63027e+06,-5.73827
1.63162e+06,-5.36215
1.63298e+06,-5.02029
1.63434e+06,-5.05093
1.6357e+06,-5.02243
1.63706e+06,-5.57107
1.63843e+06,-5.52154
1.63979e+06,-5.11096
1.64116e+06,-6.3677
1.64252e+06,-5.45114
1.64389e+06,-5.55476
1.64526e+06,-5.14892
1.64663e+06,-5.72243
1.648e+06,-4.9983
1.64937e+06,-6.08271
1.65075e+06,-5.24445
1.65212e+06,-5.55337
1.6535e+06,-5.7821
1.65487e+06,-5.82048
1.65625e+06,-5.24659
1.65763e+06,-5.83637
1.65901e+06,-5.28167
1.66039e+06,-5.59699
1.66177e+06,-5.23133
1.66316e+06,-4.97249
1.66454e+06,-5.98568
1.66593e+06,-5.80435
1.66732e+06,-5.77244
1.6687e+06,-5.75717
1.67009e+06,-5.52715
1.67148e+06,-5.65376
1.67288e+06,-4.73667
1.67427e+06,-5.08776
1.67566e+06,-6.05792
1.67706e+06,-6.483
1.67845e+06,-4.64797
1.67985e+06,-6.1196
1.68125e+06,-5.43109
1.68265e+06,-4.83095
1.68405e+06,-5.67183
1.68545e+06,-5.55039
1.68686e+06,-5.68522
1.68826e+06,-5.70586
1.68967e+06,-6.29419
1.69107e+06,-6.3273
1.69248e+06,-5.76488
1.69389e+06,-6.18118
1.6953e+06,-5.97616
1.69671e+06,-5.9482
1.69813e+06,-5.72606
1.69954e+06,-6.55124
1.70096e+06,-5.4261
1.70237e+06,-5.79017
1.70379e+06,-5.5561
1.70521e+06,-5.50594
1.70663e+06,-6.03761
1.70805e+06,-4.99516
1.70947e+06,-6.07728
1.71089e+06,-5.23323
1.71232e+06,-5.91807
1.71374e+06,-6.69999
1.71517e+06,-5.51639
1.7166e+06,-5.65891
1.71803e+06,-6.75794
1.71946e+06,-5.83794
1.72089e+06,-4.70947
1.72232e+06,-6.52511
1.72376e+06,-5.35425
1.72519e+06,-5.80213
1.72663e+06,-6.42045
1.72807e+06,-5.85955
1.72951e+06,-6.11765
1.73095e+06,-5.14962
1.73239e+06,-5.97594
1.73383e+06,-5.79187
1.73527e+06,-6.85633
1.73672e+06,-6.47744
1.73817e+06,-4.98468
1.73961e+06,-5.44782
1.74106e+06,-6.48888
1.74251e+06,-6.19729
1.74396e+06,-6.44318
1.74541e+06,-5.76034
1.74687e+06,-7.26437
1.74832e+06,-6.41656
1.74978e+06,-5.51395
1.75123e+06,-6.4315
1.75269e+06,-5.96029
1.75415e+06,-6.11491
1.75561e+06,-5.73965
1.75707e+06,-5.82448
1.75854e+06,-5.79847
1.76e+06,-5.39464
1.76147e+06,-5.19326
1.76293e+06,-6.61325
1.7644e+06,-5.8753
1.76587e+06,-6.32899
1.76734e+06,-5.1909
1.76881e+06,-6.08641
1.77029e+06,-6.75964
1.77176e+06,-6.70765
1.77323e+06,-5.3705
1.77471e+06,-7.77804
1.77619e+06,-4.08802
1.77767e+06,-4.76349
1.77915e+06,-7.62892
1.78063e+06,-6.48976
1.78211e+06,-7.30048
1.7836e+06,-6.51377
1.78508e+06,-8.54325
1.78657e+06,-4.58798
1.78805e+06,-6.60488
1.78954e+06,-6.6287
1.79103e+06,-7.71917
1.79252e+06,-4.83364
1.79402e+06,-4.38672
1.79551e+06,-4.47626
1.79701e+06,-5.22899
1.7985e+06,-6.90261
1.8e+06,-4.30915
